아카, 44, 191
아바, 73, 165
차라, 82, 168
카라, 76, 146
차하, 98, 169
타카, 79, 163
하바, 57, 188
나가, 85, 189
다사, 57, 161
카라, 43, 170
파바, 85, 187
마타, 70, 195
하다, 87, 192
차다, 91, 169
파나, 95, 144
다나, 55, 147
가차, 93, 177
나바, 94, 169
하차, 53, 192
나파, 75, 182
사하, 66, 177
타아, 69, 160
나카, 90, 186
하라, 99, 151
자아, 73, 147
카나, 48, 178
바마, 64, 172
나카, 49, 191
마라, 72, 192
나파, 69, 162
아나, 71, 158
다카, 88, 171
카카, 92, 169
마카, 50, 175
아바, 95, 189
가다, 47, 169
마차, 47, 175
하아, 89, 175
파바, 61, 159
차나, 49, 153
마자, 50, 161
바바, 89, 160
라차, 73, 160
파나, 90, 146
자라, 63, 184
사바, 68, 189
자타, 50, 169
하가, 66, 170
다하, 96, 199
하차, 49, 184
라차, 69, 184
아타, 49, 197
라사, 96, 160
바차, 82, 179
다라, 60, 179
라차, 72, 169
마차, 67, 154
카아, 97, 184
가사, 75, 152
사사, 44, 185
사카, 79, 172
하아, 91, 184
다타, 48, 154
하파, 90, 148
나하, 86, 182
아카, 60, 171
타나, 87, 164
파파, 47, 148
사바, 88, 148
카파, 67, 158
하다, 49, 164
바다, 93, 165
하다, 74, 176
바마, 71, 156
가차, 85, 173
나아, 86, 196
파하, 88, 199
나다, 84, 153
타다, 45, 141
라마, 90, 161
바바, 84, 162
자라, 68, 162
바자, 98, 184
다하, 59, 163
바가, 66, 178
아아, 91, 172
아차, 83, 166
자마, 47, 154
타라, 81, 185
나나, 61, 155
파타, 95, 185
나타, 84, 161
다파, 88, 182
아마, 44, 190
차바, 83, 161
다파, 54, 171
나타, 69, 183
사마, 58, 146
아파, 59, 168
차타, 99, 154
마아, 97, 186
아라, 67, 142
나카, 59, 195
하파, 47, 181
가아, 57, 193
아타, 40, 167
사하, 75, 160
다마, 52, 152
자카, 88, 174
마가, 57, 194
하하, 58, 189
파나, 97, 168
다나, 79, 149
다카, 68, 180
가바, 91, 179
다차, 66, 159
카파, 56, 165
다타, 89, 151
라아, 46, 170
자가, 90, 173
바차, 63, 199
사아, 48, 140
다가, 90, 165
아카, 82, 184
마타, 60, 184
파마, 62, 167
사파, 90, 177
바아, 83, 191
하바, 54, 148
타다, 76, 155
하바, 86, 182
타바, 56, 186
사바, 54, 162
다타, 62, 180
가가, 98, 161
마바, 75, 173
나사, 55, 177
아마, 43, 174
라아, 89, 167
타자, 94, 177
파타, 75, 188
타파, 55, 150
파카, 74, 198
카아, 47, 150
자아, 79, 182
하나, 53, 186
차파, 86, 151
하하, 60, 151
타가, 90, 199
하자, 89, 187
마바, 62, 146
자나, 94, 183
가마, 86, 178
자마, 71, 142
가파, 79, 165
가카, 65, 146
자다, 75, 143
자라, 48, 196
바라, 78, 185
사바, 42, 143
아바, 90, 141
차파, 51, 182
카타, 96, 177
사자, 51, 162
차아, 94, 190
자다, 89, 163
파사, 91, 154
자카, 45, 171
바파, 82, 158
하아, 57, 188
가마, 92, 177
라마, 80, 144
타차, 92, 194
