가파, 78, 189
다하, 89, 167
타라, 44, 164
마차, 82, 178
바차, 53, 176
사마, 54, 186
다아, 84, 147
파사, 87, 199
다다, 82, 198
다사, 71, 157
하타, 88, 177
차사, 53, 190
라아, 41, 159
타차, 66, 182
자자, 53, 171
라카, 57, 144
바타, 64, 163
다아, 70, 158
가파, 81, 176
마카, 99, 188
가라, 82, 171
라하, 54, 169
라차, 57, 163
타나, 68, 180
카아, 61, 157
타하, 41, 199
마다, 84, 198
카라, 42, 171
마하, 64, 193
사다, 77, 176
바파, 68, 169
자가, 50, 176
파라, 67, 190
바바, 48, 174
가라, 56, 170
아사, 93, 168
하사, 99, 189
타다, 66, 174
차라, 83, 152
사하, 48, 146
카타, 84, 180
차가, 45, 188
카가, 60, 179
사카, 63, 198
마카, 98, 179
아차, 43, 176
라바, 87, 182
차다, 74, 147
다하, 66, 141
나하, 49, 193
카나, 92, 144
차라, 82, 149
하사, 66, 185
카타, 55, 164
다자, 65, 157
마사, 85, 148
자사, 95, 150
나라, 72, 152
파차, 77, 152
사다, 85, 185
자라, 72, 141
아파, 49, 161
사카, 42, 142
라마, 99, 161
라아, 59, 167
사마, 80, 172
파하, 88, 159
다가, 70, 168
바카, 71, 178
마자, 90, 180
카마, 43, 170
가카, 97, 151
나바, 82, 176
파나, 49, 161
카타, 98, 183
나파, 40, 161
아타, 95, 141
사자, 64, 183
사타, 70, 156
바다, 44, 168
마자, 40, 187
라나, 98, 183
나나, 99, 179
카바, 94, 147
바자, 92, 184
자사, 47, 182
차카, 65, 179
마사, 72, 199
가파, 56, 189
라사, 71, 178
자파, 92, 199
가자, 56, 196
차다, 86, 196
다라, 44, 145
아차, 75, 165
타파, 54, 194
타아, 52, 199
사가, 83, 147
바타, 96, 193
라다, 78, 176
파아, 57, 178
파바, 78, 143
카파, 94, 181
라바, 64, 178
라다, 90, 147
차바, 45, 140
카다, 40, 170
가아, 93, 156
바가, 50, 148
나아, 85, 159
카하, 84, 164
마자, 81, 172
하하, 60, 160
가카, 96, 180
파나, 98, 152
라파, 62, 195
가가, 85, 146
자라, 75, 140
가타, 51, 150
하나, 59, 187
카카, 85, 195
파차, 56, 143
파라, 77, 167
자카, 63, 146
차하, 97, 169
파타, 43, 153
자나, 71, 193
다차, 95, 189
나차, 91, 163
타가, 85, 158
차바, 57, 172
하카, 95, 159
파라, 95, 191
타마, 82, 165
아마, 47, 183
하나, 66, 159
파바, 53, 160
다타, 71, 187
바카, 72, 151
타카, 56, 180
차자, 75, 189
라바, 72, 188
다차, 48, 158
타마, 87, 158
파하, 90, 170
아마, 73, 174
다하, 93, 182
가아, 87, 155
마파, 83, 175
마다, 42, 142
사파, 72, 151
마아, 68, 147
파마, 85, 174
가나, 60, 177
바다, 81, 146
파바, 59, 146
타하, 41, 155
나타, 69, 143
타사, 60, 169
라나, 59, 174
자사, 53, 144
차차, 58, 198
사타, 55, 173
다나, 41, 183
라차, 95, 155
마사, 72, 150
바아, 69, 198
다사, 86, 163
타자, 45, 160
파파, 84, 148
자가, 95, 162
다나, 93, 199
다차, 54, 169
차라, 67, 162
타자, 70, 155
자하, 60, 157
나타, 51, 172
파나, 44, 181
나자, 72, 189
자타, 42, 174
차사, 89, 157
마바, 75, 141
아나, 88, 159
자타, 70, 147
마아, 57, 194
파나, 89, 176
가사, 73, 194
아바, 67, 171
아다, 53, 173
사사, 77, 169
아파, 66, 156
아차, 58, 194
나파, 41, 172
아타, 41, 185
파마, 95, 142
마사, 52, 160
카차, 97, 172
카나, 57, 160
다타, 44, 156
하파, 48, 174
가가, 60, 155
자아, 84, 163
마하, 57, 150
나아, 49, 167
마가, 52, 148
다가, 48, 175
사자, 46, 150
가아, 86, 184
라마, 81, 173
카나, 81, 162
라라, 90, 171
타마, 78, 181
마사, 50, 179
바바, 57, 143
하라, 48, 141
파가, 56, 154
나카, 92, 180
나차, 80, 161
차가, 79, 160
차타, 68, 150
가카, 58, 175
가사, 94, 175
자하, 89, 151
아타, 99, 195
파타, 66, 155
자하, 46, 167
차사, 74, 170
타가, 77, 160
마가, 52, 185
다가, 51, 150
다아, 80, 189
다마, 41, 144
아사, 47, 145
다다, 95, 154
타나, 67, 195
하바, 61, 142
차파, 45, 146
다마, 93, 162
사마, 54, 152
라하, 82, 161
카다, 63, 153
다파, 98, 178
파하, 79, 150
타사, 91, 165
사아, 47, 155
차바, 78, 154
다타, 50, 163
타다, 66, 195
라사, 40, 165
카카, 44, 155
라라, 81, 194
카다, 42, 141
하아, 86, 156
사타, 74, 167
차하, 58, 147
차다, 44, 196
다타, 43, 179
사가, 81, 153
파가, 98, 185
아다, 45, 156
라타, 97, 172
사사, 43, 154
파다, 50, 140
자마, 81, 151
차카, 82, 159
나사, 75, 188
하파, 44, 172
마라, 72, 151
차바, 54, 154
타파, 95, 192
하파, 93, 188
나타, 48, 181
파카, 51, 150
바사, 74, 198
자가, 76, 161
마사, 54, 157
다자, 67, 149
마바, 85, 168
차마, 55, 178
하차, 95, 165
가나, 72, 142
다나, 99, 168
나아, 57, 157
사타, 99, 189
타카, 56, 183
다나, 53, 182
가나, 53, 140
자바, 96, 177
차가, 84, 171
타가, 80, 151
파라, 42, 169
하하, 86, 144
파카, 49, 183
라사, 79, 185
라자, 82, 149
카차, 87, 158
타마, 92, 153
자라, 85, 160
마바, 79, 167
바카, 53, 181
아카, 90, 169
카가, 60, 181
차가, 73, 150
아카, 87, 196
차자, 89, 185
차라, 42, 141
하마, 82, 164
아파, 52, 175
파사, 78, 142
자자, 86, 178
바자, 49, 147
아자, 64, 176
카차, 97, 184
사타, 49, 151
라타, 98, 183
자차, 61, 189
사아, 86, 152
파아, 58, 153
라마, 57, 140
아가, 82, 196
라파, 55, 166
차하, 57, 185
라차, 87, 191
나사, 51, 184
자아, 51, 189
아다, 71, 153
사바, 97, 176
하바, 94, 194
다자, 42, 154
사가, 64, 181
차아, 40, 169
나마, 63, 195
마바, 57, 165
가바, 69, 175
사자, 68, 157
타바, 44, 178
자라, 71, 191
나사, 92, 170
아파, 49, 147
사가, 46, 183
타차, 59, 150
다사, 90, 188
마가, 82, 197
하차, 91, 178
바나, 84, 145
타아, 57, 171
차아, 62, 178
카카, 56, 181
나바, 61, 168
카자, 48, 143
가자, 55, 153
바사, 88, 179
마라, 51, 184
파나, 86, 169
사카, 57, 160
라자, 99, 180
타사, 91, 194
자파, 46, 172
마마, 41, 191
가아, 41, 184
나사, 61, 158
바차, 40, 159
아나, 69, 155
차마, 94, 158
다가, 71, 194
다바, 43, 194
아나, 58, 142
파사, 88, 170
하자, 66, 152
카바, 53, 187
아자, 91, 158
아다, 73, 149
다자, 77, 149
카하, 67, 181
차차, 44, 143
사바, 56, 151
다파, 85, 151
가아, 70, 146
바가, 67, 166
가아, 82, 180
사차, 54, 154
파하, 46, 147
마타, 91, 149
타바, 64, 144
나차, 41, 181
차자, 51, 197
타라, 93, 183
다마, 73, 198
마라, 77, 166
바라, 83, 169
사다, 50, 172
자다, 77, 169
카라, 57, 162
사다, 95, 160
카파, 73, 141
파타, 48, 189
라다, 47, 187
라아, 76, 157
타카, 51, 196
바바, 86, 180
다카, 75, 149
가사, 64, 142
하타, 48, 141
아다, 67, 179
타바, 62, 161
나사, 66, 192
가아, 41, 180
카마, 98, 175
가나, 54, 170
파파, 75, 152
바자, 89, 196
바카, 49, 159
하차, 62, 148
자나, 78, 161
카나, 80, 190
가라, 69, 162
다마, 93, 165
가카, 47, 165
나차, 84, 180
아아, 51, 146
바라, 82, 182
카라, 56, 189
파사, 73, 141
사하, 86, 187
다나, 87, 164
가가, 99, 142
가라, 87, 169
바하, 43, 144
파다, 97, 184
다가, 62, 151
라파, 82, 192
사다, 97, 146
자차, 85, 147
다바, 63, 184
가차, 60, 148
하카, 97, 164
파다, 53, 176
가나, 95, 148
사마, 62, 183
라가, 45, 180
다바, 54, 187
바타, 99, 161
바아, 63, 177
라다, 68, 182
가사, 83, 169
카카, 50, 169
자아, 75, 172
사하, 54, 191
다마, 80, 186
다나, 45, 157
바하, 94, 147
아파, 96, 179
아사, 78, 150
타라, 77, 154
차타, 93, 175
가차, 73, 185
자아, 84, 181
가파, 57, 195
가가, 63, 143
마사, 74, 164
마카, 62, 195
사차, 72, 193
바아, 52, 151
자사, 79, 189
하카, 94, 177
라마, 85, 165
자자, 76, 185
가나, 94, 160
라나, 48, 183
다사, 78, 173
라다, 41, 147
타나, 99, 157
타파, 92, 173
타사, 95, 151
마자, 93, 185
차파, 81, 151
파자, 87, 161
다차, 54, 199
다가, 98, 168
카하, 46, 186
자가, 67, 189
파마, 83, 190
타라, 45, 157
나나, 85, 142
자가, 45, 185
사라, 58, 162
아라, 86, 170
다카, 91, 179
가다, 41, 195
다가, 65, 198
나나, 80, 165
아사, 65, 177
나자, 48, 172
나자, 84, 142
파마, 45, 140
가다, 67, 194
다다, 72, 190
카타, 77, 195
가다, 87, 172
사아, 67, 192
나자, 41, 152
카자, 84, 177
사마, 61, 162
나사, 42, 168
라사, 64, 140
아하, 51, 190
차라, 59, 182
다마, 87, 179
사카, 89, 149
바바, 64, 183
라나, 84, 163
파하, 88, 154
라다, 46, 169
파타, 54, 164
라카, 55, 154
카카, 98, 159
하차, 98, 152
다하, 87, 153
차카, 65, 142
타하, 40, 167
아타, 48, 165
나파, 42, 148
나차, 43, 187
사바, 83, 183
카가, 94, 195
자카, 56, 144
파라, 40, 172
다아, 40, 152
하사, 68, 157
바다, 78, 148
아가, 83, 145
라마, 81, 198
가가, 94, 147
사하, 67, 188
마나, 44, 176
바자, 52, 198
자바, 97, 178
다아, 60, 177
바마, 49, 194
가다, 91, 161
나카, 87, 167
아타, 49, 188
차라, 50, 160
다다, 56, 194
자아, 96, 193
사가, 80, 156
가타, 59, 150
가사, 85, 146
마가, 49, 172
나하, 68, 161
자나, 73, 185
하바, 68, 142
가바, 73, 148
마하, 85, 150
나바, 55, 147
하차, 45, 185
가타, 50, 190
라사, 57, 185
다다, 61, 168
사하, 85, 178
차차, 56, 188
바라, 41, 189
파마, 47, 180
차파, 86, 158
바파, 97, 147
바가, 56, 198
타나, 86, 177
다하, 89, 164
차타, 49, 141
다타, 93, 198
가차, 95, 159
다나, 69, 171
마하, 76, 144
마아, 84, 140
파가, 56, 169
마차, 43, 150
차다, 60, 153
라가, 81, 161
다아, 44, 162
아차, 97, 196
타가, 85, 171
카사, 91, 182
사가, 45, 191
타파, 56, 187
아가, 57, 144
파하, 97, 145
타바, 48, 182
바바, 49, 150
타하, 91, 150
라파, 61, 173
타자, 91, 147
바라, 94, 154
마자, 69, 173
아타, 47, 152
가다, 57, 198
아다, 88, 163
하차, 84, 188
차바, 73, 145
타나, 82, 197
마다, 72, 187
파바, 73, 177
바마, 67, 141
파다, 85, 146
라사, 40, 143
차아, 51, 165
사하, 76, 171
파파, 83, 145
하나, 76, 189
차나, 74, 171
차라, 93, 193
카마, 81, 155
나사, 99, 155
나하, 68, 183
가타, 44, 153
하카, 47, 188
파나, 70, 192
아차, 65, 186
하사, 65, 181
다자, 43, 180
가타, 43, 171
하다, 84, 172
나타, 73, 197
다자, 90, 188
바라, 58, 151
파사, 49, 149
하다, 80, 171
차가, 48, 180
차타, 73, 166
자마, 65, 149
마라, 77, 191
자다, 47, 194
마파, 63, 150
나나, 88, 144
차마, 74, 184
다사, 93, 193
마라, 70, 156
아마, 58, 144
자사, 45, 180
라카, 81, 184
사다, 91, 146
라다, 66, 149
마사, 81, 140
자타, 47, 197
가자, 51, 162
하나, 86, 159
다라, 78, 190
마나, 50, 158
카차, 70, 141
가파, 40, 158
나하, 94, 197
바다, 60, 150
아차, 54, 159
자다, 71, 168
파아, 46, 196
하하, 93, 169
라차, 92, 140
파하, 99, 177
사나, 56, 180
바차, 43, 179
다타, 90, 181
파사, 51, 156
하차, 99, 152
타가, 81, 199
사가, 97, 182
파라, 43, 191
아타, 96, 141
아아, 75, 146
나타, 78, 179
타아, 50, 181
마마, 61, 154
마마, 76, 163
아차, 72, 180
하라, 86, 155
아마, 59, 155
자라, 71, 194
차마, 44, 154
자아, 48, 198
타바, 69, 192
가아, 86, 168
카자, 69, 158
자카, 81, 181
바자, 74, 180
파가, 52, 199
아가, 41, 140
타파, 83, 175
하라, 84, 185
파마, 88, 150
라자, 44, 162
가라, 53, 145
자파, 77, 152
자가, 84, 143
하사, 58, 184
다바, 61, 190
라나, 55, 183
마바, 71, 196
라나, 76, 167
사아, 82, 180
바파, 63, 141
차사, 41, 182
마가, 42, 141
바바, 85, 192
하타, 88, 167
가카, 62, 199
하아, 52, 188
바아, 51, 199
나파, 61, 164
바카, 72, 168
사다, 74, 162
나아, 44, 163
차하, 48, 162
하라, 47, 182
하다, 82, 186
파차, 57, 198
라사, 75, 150
파파, 72, 151
자차, 52, 148
차카, 48, 169
차나, 42, 198
마파, 65, 162
카타, 93, 151
사나, 51, 194
가카, 72, 184
사파, 93, 187
카아, 84, 150
타다, 87, 160
다파, 87, 156
하파, 50, 197
자파, 73, 177
마파, 68, 190
라카, 49, 149
타하, 83, 142
하자, 44, 148
나나, 83, 156
라아, 79, 185
하다, 57, 191
아나, 55, 199
아하, 42, 165
타마, 69, 149
마하, 69, 172
아하, 47, 161
자아, 97, 196
마가, 69, 179
카아, 67, 158
사자, 59, 140
아아, 83, 140
타카, 64, 150
자마, 42, 151
가자, 59, 151
가카, 62, 156
자다, 80, 153
자카, 77, 174
사파, 80, 174
다카, 56, 196
아다, 53, 197
하하, 50, 177
라나, 66, 182
다바, 74, 187
바마, 44, 170
사바, 56, 183
하다, 63, 155
나나, 95, 161
카바, 50, 175
아파, 76, 166
마자, 85, 177
